label_key,label_ar,category,mode,source_rows,examples,word_model_eligible_examples,training_count,validation_count,test_count,supported_status,exclusion_reason,quality_excluded_examples
بلاستيك,بْلَاسْتِيك,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
بلغاريا,بَلْغَارْيَا,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
بلغة,بَلْغَةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
بماذا,بِمَاذَا,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
بنت,بِنْتٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
بهلول,بُهْلُولٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
بوصلة,بَوْصَلَةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
بولندا,بُولَنْدَا,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
بومة,بُومَةٌ,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
بيانو,بِيَانُو,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
بيتزا,بِيتْزَا,Diverse,WORD_ISOLATED,3,3,3,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
بير,بِئْرٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
بيض,بَيْضٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
بيكار,بِيكَار,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
بييس,بَئِيس,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ة,ة,Letters,ALPHABET_STATIC,2,2,0,0,0,0,INSUFFICIENT_SAMPLES,separate_ALPHABET_STATIC_task_not_in_word_model,0
ت,ت,Letters,ALPHABET_STATIC,2,2,0,0,0,0,INSUFFICIENT_SAMPLES,separate_ALPHABET_STATIC_task_not_in_word_model,0
تاج,تَاجٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تاريخ,تَارِيخٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تاسف,تَأَسَّفَ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تاشيرة,تَأْشِيرَةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تاكد,تَأَكَّدَ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تاوريرت,تَاوْرِيرْت,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تبادل,تَبادَلَ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تبع,تَبِعَ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تجذيف,تَجْذِيفٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تخدير,تَخْدِيرٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تخطيط_الصدي,تَخْطِيطُ الصَّدَى,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تخفيض,تَخْفِيضٌ,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تخلي,تَخَلَّى,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تذكر,تَذَكَّرَ,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تراب,تُرَابٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تربية,تَرْبِيَةٌ,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ترقية,تَرْقِيَةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ترك_المكان,تَرَكَ (اَلْمَكَانَ),Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تركيا,تُرْكْيَا,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تسلق_الجبال,تَسَلُّقُ الجِبَالِ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تسوس_الاسنان,تَسَوُّسُ الأَسْنَانِ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تشاجر,تَشَاجَرَ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تشجيع,تَشْجِيعٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تشنج,تَشَنُّجٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تشهد,تَشَهُّد,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تطوان,تِطْوَان,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تعادل,تَعَادَلَ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تعبير_الوجه,تَعْبِيرُ الوَجْهِ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تعبير_شفوي,تَعْبِيرٌ شَفَوِي,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تعبير_كتابي,تَعْبِيرٌ كِتَابِي,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تعليم,تَعْلِيمٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تفاحة,تُفَّاحَةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تفاهم,تَفَاهَمَ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تقاعد,تَقَاعُد,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تقدم,تَقَدَّمَ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تقريبا,تَقْرِيبًا,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تقيا,تَقَيَّأَ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تكلم,تَكَلَّمَ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تكوين,تَكْوِينٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تل,تَلٌّ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تلخيص,تَلْخِيصٌ,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تلفاز,تِلْفَازٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تلفاز_بلازما,تِلْفَازُ بْلَازْمَا,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تلقيح,تَلْقِيحٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تلميذ,تِلْمِيذٌ,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تمرين,تَمْرِينٌ,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تمساح,تِمْسَاحٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تنظيف_البيت,تَنْظِيفُ (الْبَيْتِ),Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تنورة,تَنُّورَة,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
توابل,تَوَابِل,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
توام,تَوْأَمٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
توحد,تَوَحُّد,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
توسط,تَوَسَّطَ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
توفي,تُوُفِّيَ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
توقيع,تَوْقِيعٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
تونس,تُونُسُ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ث,ث,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ثان,ثَانٍ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ثرثار,ثَرْثَارٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ثريا,ثُرَيَّا,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ثعبان,ثُعْبَانٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ثعلب,ثَعْلَبٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ثقافة,ثَقَافَةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ثقيل,ثَقِيلٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ثلاجة,ثَلاَّجَةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ثلث,ثُلُثٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ثلج,ثَلْجٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ثم,ثُمَّ,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ثمن,ثَمَنٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ثوب,ثَوْبٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ثور_امريكي,ثَوْرٌ أَمْرِيكِيٌّ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ثورة_الملك_والشعب,ثَوْرَةُ الْمَلِكِ وَالشَّعْبِ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ج,ج,Letters,ALPHABET_STATIC,3,3,0,0,0,0,INSUFFICIENT_SAMPLES,separate_ALPHABET_STATIC_task_not_in_word_model,0
جاء,جَاءَ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جار,جَارٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جاف,جَافٌّ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جاكيت,جَاكِيت,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جال,جَالَ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جامعة,جَامِعَةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جانب,جَانِبٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جاهل,جَاهِلٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جايزة,جَائِزَةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جايع,جَائِع,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جبل,جَبَلٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جبن_احمر,جُبْنٌ أَحْمَرُ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جبنة,جُبْنَةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جبهة,جَبْهَةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جد,جَدٌّ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جدة,جَدَّةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جدي,جَدْيٌّ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جديد,جَدِيدٌ,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جذاب,جَذَّابٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جذر_الشجرة,جَذْرُ الشَّجَرَةِ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جر,جَرَّ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جراحة,جِرَاحَةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جراد,جَرَادٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جرار,جَرَّارٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جرافة,جَرَّافَةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جرح,جُرْحٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جرس,جَرَسٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جرس_مضيء,جَرَسٌ مُضِيءٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جري,جَرَى,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جريدة,جَرِيدَةٌ,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جزار,جَزَّارٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جزازة_العشب,جَزَّازَةُ الْعُشْبِ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جزر,جَزَرٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جسر,جِسْرٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جسم,جِسْمٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جغرافيا,جُغْرَافْيَا,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جفاف,جَفَافٌ,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جفن,جَفْنٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جلباب,جِلْبَابٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جلس,جَلَسَ,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جليسة_اطفال,جَلِيسَةُ أَطْفَال,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جمارك,جَمَارِكُ,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جماعة_حضرية,جَمَاعَةٌ حَضَرِيَّةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جماعة_قروية,جَمَاعَةٌ قَرَوِيَّةٌ,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جمع,جَمَعَ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جمعية,جَمْعِيَّةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جمعية_اباء_واولياء_التلاميذ,جَمْعِيَّةُ آبَاءِ وَأَوْلِيَاءِ التَّلاَمِيذِ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جمل,جَمَلٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جملة,جُمْلَةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جميل,جَمِيلٌ,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جناح_طايرة,جَنَاحُ طَائِرَةٍ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جنازة,جَنَازَةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جنس,جِنْسٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جنوب,جَنُوبٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جهاز_عرض,جِهَازُ عَرْضٍ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جو,جَوٌّ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جواب,جَوَابٌ,Diverse,WORD_ISOLATED,2,2,2,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جواز_سفر,جَوَازُ سَفَرٍ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جوزة_الهند,جَوْزَةُ الهِنْد,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جيب,جَيْبٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جيد,جَيِّدٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جيش,جَيْشٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جيل_الشعر,جِيلُ الشَّعْرِ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
جينز,جِينْز,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
ح,ح,Letters,ALPHABET_STATIC,2,2,0,0,0,0,INSUFFICIENT_SAMPLES,separate_ALPHABET_STATIC_task_not_in_word_model,0
حاجب,حَاجِبٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
حاجز,حَاجِزٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
حادثة_سير,حَادِثَةُ (سَيْرٍ),Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
حاذق,حَاذِقٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
حار,حَارٌّ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
حارس,حَارِسٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
حارس_المرمي,حَارِسُ المَرْمَى,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
حارس_شخصي,حَارِسٌ شَخْصِي,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
حاسوب_محمول,حَاسُوبٌ مَحْمُولٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
حاضر,حَاضِرٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
حافظ_علي_الشيء,حَافَظَ (عَلَى الشَّيْءِ),Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
حافلة,حَافِلَةٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
حامل,حَامِلٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
حايط,حَائِطٌ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
حب_الشباب,حَبُّ الشَّبَابِ,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
حبار,حَبَّار,Diverse,WORD_ISOLATED,1,1,1,0,0,0,INSUFFICIENT_SAMPLES,fewer_than_5_independent_usable_examples,0
